filing_uuid,dt_posted,client.id,Client Name,Client State,Entity Name,Entity Contribution,entity.ownership_percentage,entity.address,entity.city,entity.state,Entity Country,Country Full Name
34730679-0a26-4787-bbcd-667911611fb2,2021-07-12T19:51:19Z,210922,"ORSTED NORTH AMERICA, INC.",MA,RSTED A/S,0,100,Kraftvrksvej 53 - Skrbk,7000 Fredericia,,DK,DENMARK
34730679-0a26-4787-bbcd-667911611fb2,2021-07-12T19:51:19Z,210922,"ORSTED NORTH AMERICA, INC.",MA,RSTED NORTH AMERICA HOLDING A/S,0,100,Kraftvrksvej 53 - Skrbk,7000 Fredericia,,DK,DENMARK
34730679-0a26-4787-bbcd-667911611fb2,2021-07-12T19:51:19Z,210922,"ORSTED NORTH AMERICA, INC.",MA,RSTED WIND POWER HOLDING A/S,0,100,Kraftvrksvej 53 - Skrbk,7000 Fredericia,,DK,DENMARK
29f457f4-364b-47fe-94f7-644ca9192988,2021-07-12T19:44:49Z,148670,TRANSURBAN (USA) INC. (FORMERLY KNOWN AS TRANSURBAN USA INC.),VA,TRANSURBAN INTERNATIONAL LIMITED,0,100,"Tower 5, Collins Sq.,Level 31, 727 Collins St","Docklands, VIC 3008",,AU,AUSTRALIA
9053d094-3815-4c91-b9ed-a9651d372fe9,2021-07-12T18:57:19Z,172619,ACG ADVOCACY ON BEHALF OF COALITION FOR PATENT & TRADEMARK INFO.,DC,RELX PLC,0,100,"1 Strand London, WC2N 5JR",London,,GB,UNITED KINGDOM
3c979d32-e6f1-4199-a61d-458eacd46c45,2021-07-09T20:39:36Z,210798,HC HOLDINGS S.A.,,HC HOLDINGS S.A.,60000,100,"Oficina 2501-05, Piso 25, Calle 50",Panama City,,PA,PANAMA
5ff6c5ba-b09d-48c4-808c-cda62b628240,2021-07-09T19:43:34Z,210894,SAP AMERICA INC.,DC,SAP SE,0,100,"Dietmar-Hopp-Allee 16, 69190","Walldorf, Germany",,DE,GERMANY
32ec6b5f-e0f5-4438-9a02-b0467a5dc07f,2021-07-09T16:11:57Z,210865,"535 GROUP, LLC ON BEHALF OF D-WAVE GOVERNMENT INC.",DC,D-WAVE SYSTEMS INC.,0,100,"3033 Beta Avenue, V5G 4M9",Burnaby,BC,CA,CANADA
5e4ef331-931f-43ce-bd99-7f0da9382215,2021-07-09T12:45:48Z,210876,D-WAVE GOVERNMENT INC.,CA,D-WAVE SYSTEMS INC.,0,100,"3033 Beta Avenue, V5G 4M9",Burnaby,BC,CA,CANADA
c6b73115-81f0-40c0-801a-12f40feee886,2021-07-08T22:15:57Z,210847,"IPSEN BIOPHARMACEUTICALS, INC.",MA,IPSEN PHARMA SAS,0,100,65 quai Georges Gorse,Boulogne Billancourt 92100,,FR,FRANCE
457dbaa7-450d-491d-99e1-263c71ec75c3,2021-07-08T20:43:41Z,210865,"535 GROUP, LLC ON BEHALF OF D-WAVE GOVERNMENT INC.",DC,D-WAVE SYSTEMS INC.,0,100,"3033 Beta Avenue, V5G 4M9",Burnaby,BC,CA,CANADA
d97e0bef-3229-495f-a4ec-0c75e1ff3e8d,2021-07-08T14:45:15Z,210858,UNIPER GLOBAL COMMODITIES NORTH AMERICA LLC,IL,UNIPER HOLDING GMBH,0,100,Holzstrasse 6,Dusseldorf,,DE,GERMANY
d97e0bef-3229-495f-a4ec-0c75e1ff3e8d,2021-07-08T14:45:15Z,210858,UNIPER GLOBAL COMMODITIES NORTH AMERICA LLC,IL,UNIPER BETEILIGUNGS GMBH,0,53,Holzstrasse 6,Dusseldorf,,DE,GERMANY
7daa70e9-98b2-4b15-bc9e-68cd7fce4ac7,2021-07-08T10:16:35Z,200689,ENI US OPERATING CO. INC.,TX,ENI SPA,0,0,Piazzale Enrico Mattei 1,Rome,,IT,ITALY
7daa70e9-98b2-4b15-bc9e-68cd7fce4ac7,2021-07-08T10:16:35Z,200689,ENI US OPERATING CO. INC.,TX,ENI INTERNATIONAL BV,0,0,Strawinskylaan 1725,Amsterdam,,NL,NETHERLANDS
014e80e2-55bd-4bc7-bec5-4e888b775660,2021-07-07T20:16:40Z,210840,"HUAWEI TECHNOLOGY USA, INC.",TX,HUAWEI TECHNOLOGIES CO.,0,100,"Huawei Industria Base, Bantian Loggang",Schezhen,,CN,"CHINA, PEOPLES REPUBLIC OF"
44765ae3-6bf0-48a9-91ee-331a4e3bf760,2021-07-06T21:54:11Z,210811,HUAWEI TECHNOLOGIES USA INC.,DC,HUAWEI TECHNOLOGIES CO. LTD.,0,99,Huawei Industrial Base Bantian Longgang,Shenzhen,,CN,"CHINA, PEOPLES REPUBLIC OF"
44765ae3-6bf0-48a9-91ee-331a4e3bf760,2021-07-06T21:54:11Z,210811,HUAWEI TECHNOLOGIES USA INC.,DC,HUAWEI INVESTMENT & HOLDING CO. LTD.,0,100,"Huawei Industrial Base, Bantian Longgang",Shenzhen,,CN,"CHINA, PEOPLES REPUBLIC OF"
44765ae3-6bf0-48a9-91ee-331a4e3bf760,2021-07-06T21:54:11Z,210811,HUAWEI TECHNOLOGIES USA INC.,DC,HUAWEI TECHNOLOGIES COOPERRATIEF U.A.,0,100,Herikerbergweg 36,Amesterdam,,NL,NETHERLANDS
44765ae3-6bf0-48a9-91ee-331a4e3bf760,2021-07-06T21:54:11Z,210811,HUAWEI TECHNOLOGIES USA INC.,DC,UNION OF HUAWEI INVESTMENT &. HOLDING CO. LTD.,0,98,"Huawei Industrial Base, Bantian Longgang",Shenzhen,,CN,"CHINA, PEOPLES REPUBLIC OF"
e78755b6-dfa8-4646-883f-442e052c318e,2021-07-06T16:43:32Z,210798,HC HOLDINGS S.A.,,HC HOLDINGS S.A.,60000,100,"Oficina 2501-05, Piso 25, Calle 50",Panama City,,PA,PANAMA
8715d895-a81b-423a-a883-ce7c26f685df,2021-07-06T13:56:42Z,210785,"HUAWEI TECHNOLOGY USA, INC.",TX,HUAWEI TECHNOLOGIES CO. LTD.,,100,"Huawei Industria Base, Bantian Longgang",Shenzhen,,CN,"CHINA, PEOPLES REPUBLIC OF"
ce754bff-14f1-4d2b-a855-465f381a9500,2021-07-06T04:18:15Z,210796,"ALVOTECH USA, INC.",VA,ALVOTECH HF (DIRECT OWNERSHIP),0,100,Saemundargata 15-19,101 Reykjavik,,IS,ICELAND
ce754bff-14f1-4d2b-a855-465f381a9500,2021-07-06T04:18:15Z,210796,"ALVOTECH USA, INC.",VA,AZTIQ PHARMA PARTNERS SARL (THROUGH ALVOGEN LUX HOLDINGS AND ALVOTECH HOLDINGS SA),0,71,5 Rue Heienhaff,1736 Senningerberg,,LU,LUXEMBOURG
ce754bff-14f1-4d2b-a855-465f381a9500,2021-07-06T04:18:15Z,210796,"ALVOTECH USA, INC.",VA,ALVOTECH HOLDINGS SA (THROUGH ALVOTECH HF),0,100,19 Rue de Bitbourg,1273 Luxembourg,,LU,LUXEMBOURG
ce754bff-14f1-4d2b-a855-465f381a9500,2021-07-06T04:18:15Z,210796,"ALVOTECH USA, INC.",VA,ALVOGEN LUX HOLDINGS SARL (THROUGH ALVOTECH HOLDINGS SA),0,28,5 Rue Heienhaff,1736 Senningerberg,,LU,LUXEMBOURG
ce754bff-14f1-4d2b-a855-465f381a9500,2021-07-06T04:18:15Z,210796,"ALVOTECH USA, INC.",VA,ROBERT WESSMAN (THROUGH AZTIQ PHARMA PARTNERS SARL),0,58,"16 Holland Villas RD, W14 8BT",London,,GB,UNITED KINGDOM
1d761e48-fb90-4cde-91d5-37e90a97896d,2021-07-02T22:14:28Z,210801,HUAWEI TECHNOLOGIES USA INC,DC,HUAWEI INVESTMENT & HOLDING CO. LTD.,0,100,"Huawei Industrial Base, Bantian Longgang",Shenzhen,,CN,"CHINA, PEOPLES REPUBLIC OF"
1d761e48-fb90-4cde-91d5-37e90a97896d,2021-07-02T22:14:28Z,210801,HUAWEI TECHNOLOGIES USA INC,DC,HUAWEI TECHNOLOGIES COOPERRATIEF U.A.,0,100,Herikerbergweg 36,Amesterdam,,NL,NETHERLANDS
1d761e48-fb90-4cde-91d5-37e90a97896d,2021-07-02T22:14:28Z,210801,HUAWEI TECHNOLOGIES USA INC,DC,UNION OF HUAWEI INVESTMENT &. HOLDING CO. LTD.,0,98,"Huwawei Industrial Base, Bantian Longgang",Shenzhen,,CN,"CHINA, PEOPLES REPUBLIC OF"
1d761e48-fb90-4cde-91d5-37e90a97896d,2021-07-02T22:14:28Z,210801,HUAWEI TECHNOLOGIES USA INC,DC,HUAWEI TECHNOLOGIES CO. LTD.,0,99,Huawei Industrial Base Bantian Longgang,Shenzhen,,CN,"CHINA, PEOPLES REPUBLIC OF"
a77055d9-fae3-46a3-850a-1a65366b3228,2021-07-02T18:51:11Z,210790,"MONOLITH MATERIALS, INC.",NE,AZIMUTH CAPITAL MANAGEMENT,0,24,"Centennial Place East 3110, 520 3rd Ave SW","Calgary, AB T2- 0R3",AB,CA,CANADA
10c87676-bb6d-4ea3-9a9a-618cf6d894bc,2021-07-02T16:59:47Z,210779,"ANT GROUP CO., LTD",,HANGZHOU JUNHAN EQUITY INVESTMENT PARTNERSHIP,0,29,"Room No. 807, Building No. 5, Xixi New Block",Hangzhou,,CN,"CHINA, PEOPLES REPUBLIC OF"
10c87676-bb6d-4ea3-9a9a-618cf6d894bc,2021-07-02T16:59:47Z,210779,"ANT GROUP CO., LTD",,HANGZHOU JUNAO EQUITY INVESTMENT PARTNERSHIP,0,20,Rm 572 5th Floor Bdg 3 No.969 West Wenyi Road,"Hangzhou, Zhejiang",,CN,"CHINA, PEOPLES REPUBLIC OF"
10c87676-bb6d-4ea3-9a9a-618cf6d894bc,2021-07-02T16:59:47Z,210779,"ANT GROUP CO., LTD",,ALIBABA GROUP HOLDING LIMITED,0,32,"969 West Wen Yi Road, YuHang District",Hangzhou,,CN,"CHINA, PEOPLES REPUBLIC OF"
41810287-33ed-4ca3-8be9-5b259555daa5,2021-07-02T16:44:14Z,210772,CMA CGM (AMERICA) LLC,VA,CMA CGM S.A.,0,100,"Boulevard Jacques Saade 4, quai d'Arenc",Marseille - 13235 Cedex 02,,FR,FRANCE
41810287-33ed-4ca3-8be9-5b259555daa5,2021-07-02T16:44:14Z,210772,CMA CGM (AMERICA) LLC,VA,CMA CGM AGENCIES WORLDWIDE SAS,0,100,"Boulevard Jacques Saade 4, quai d'Arenc",Marseille - 13235 Cedex 02,,FR,FRANCE
1b252986-4d1a-4eef-bf78-942b76bb38e6,2021-07-02T12:47:11Z,210768,WILDCHILD STOCKHOLM INC.,NC,ENFANT-TERRIBLE DESIGN AB,0,100,Gustav Adolfs vag 20,Norrtalje,,SE,SWEDEN
b7f5d802-c16d-4e8c-9ecf-4b66f8dd10d1,2021-07-01T13:49:57Z,210758,SASOL CHEMICALS USA LLC (THROUGH HARRIS DEVILLE AND ASSOCIATES),LA,SASOL LIMITED,0,100,Sasol Place 50 Katherine Street,Sandton,,ZA,SOUTH AFRICA
1a020f62-c9e2-4f7a-8366-3a975c417443,2021-07-01T00:59:25Z,210751,JINKOSOLAR (U.S.) INC.,CA,"JINKO SOLAR CO., LTD.",0,100,"1 Jingke Road, Shangrao Econ. Devel. Zone",Shangrao,,CN,"CHINA, PEOPLES REPUBLIC OF"
1a020f62-c9e2-4f7a-8366-3a975c417443,2021-07-01T00:59:25Z,210751,JINKOSOLAR (U.S.) INC.,CA,JINKOSOLAR INVESTMENT LIMITED (HONG KONG),0,100,RM 803 8/F Yue Xiu Build. 160-174 Lockhart Rd,Hong Kong,,CN,"CHINA, PEOPLES REPUBLIC OF"
cc2b9dce-64c5-4369-a87e-a99b7389ec8a,2021-06-30T21:07:26Z,209983,ZERO CARBON HYDROGEN COALITION (INFORMAL),DC,"EMERA, INC",0,20,1515 Terminal Road,Halifax,NS,CA,CANADA
cc2b9dce-64c5-4369-a87e-a99b7389ec8a,2021-06-30T21:07:26Z,209983,ZERO CARBON HYDROGEN COALITION (INFORMAL),DC,ENERGIR,0,100,1717 du Havre,Montreal,QC,CA,CANADA
e8f9660b-2d0e-41b7-a21d-585ab50bdea9,2021-06-30T15:04:41Z,210728,"VELOCYS, INC.",TX,VELOCYS PLC,0,100,"Magdalen Centre, Robert Robinson Ave",Oxford,,GB,UNITED KINGDOM
2d1939c0-b761-4092-81bf-5a203792a138,2021-06-30T05:49:22Z,210725,"IBERDROLA, S.A.",,"IBERDROLA, S.A.",12500,100,"Tomas Redondo, I",Madrid,,ES,SPAIN
bd4169cf-06e5-4ed7-8bca-7f3bd8303bda,2021-06-29T19:54:47Z,210715,CANOPY GROWTH USA LLC,CO,CANOPY GROWTH CORPORATION,0,100,1 Hershey Drive,Smiths Falls,ON,CA,CANADA
f609b6e8-bb3d-41f0-84c4-b17241db3438,2021-06-28T20:44:05Z,210689,UNIPER GLOBAL COMMODITIES NORTH AMERICA LLC,IL,UNIPER SE,0,100,Holzstrasse 6,Dusseldorf 40221,,DE,GERMANY
f609b6e8-bb3d-41f0-84c4-b17241db3438,2021-06-28T20:44:05Z,210689,UNIPER GLOBAL COMMODITIES NORTH AMERICA LLC,IL,UNIPER HOLDING GMBH,0,100,Holzstrasse 6,Dusseldorf 40221,,DE,GERMANY
f609b6e8-bb3d-41f0-84c4-b17241db3438,2021-06-28T20:44:05Z,210689,UNIPER GLOBAL COMMODITIES NORTH AMERICA LLC,IL,FORTUM FINANCE IRELAND DAC,0,76,"Shannon Airport House, Shannon Industrial Est","Shannon, Co. Clare V14 E370",,IE,IRELAND
f609b6e8-bb3d-41f0-84c4-b17241db3438,2021-06-28T20:44:05Z,210689,UNIPER GLOBAL COMMODITIES NORTH AMERICA LLC,IL,OWNERSHIP STEERING DEPARTMENT OF THE PRIME MINISTERS OFFICE OF THE REPUBLIC OF FINLAND,0,39,PO Box 23,Government 00023,,FI,FINLAND
f609b6e8-bb3d-41f0-84c4-b17241db3438,2021-06-28T20:44:05Z,210689,UNIPER GLOBAL COMMODITIES NORTH AMERICA LLC,IL,FORTUM P&H IRELAND LIMITED,0,76,"Shannon Airport House, Shannon Industrial Est","Shannon, Co. Clare V14 E370",,IE,IRELAND
f609b6e8-bb3d-41f0-84c4-b17241db3438,2021-06-28T20:44:05Z,210689,UNIPER GLOBAL COMMODITIES NORTH AMERICA LLC,IL,UNIPER BETEILIGUNGS GMBH,0,53,Holzstrasse 6,Dusseldorf 40221,,DE,GERMANY
f609b6e8-bb3d-41f0-84c4-b17241db3438,2021-06-28T20:44:05Z,210689,UNIPER GLOBAL COMMODITIES NORTH AMERICA LLC,IL,FORTUM OYJ,0,76,Keilalahdentie 2-4,Espoo 02150,,FI,FINLAND
f609b6e8-bb3d-41f0-84c4-b17241db3438,2021-06-28T20:44:05Z,210689,UNIPER GLOBAL COMMODITIES NORTH AMERICA LLC,IL,FORTUM PARTICIPATION LIMITED,0,76,"Shannon Airport House, Shannon Industrial Est","Shannon, Co. Clare V14 E370",,IE,IRELAND
f609b6e8-bb3d-41f0-84c4-b17241db3438,2021-06-28T20:44:05Z,210689,UNIPER GLOBAL COMMODITIES NORTH AMERICA LLC,IL,FORTUM DEUTSCHLAND SE,0,76,Berliner Allee 59,Dusseldorf 40212,,DE,GERMANY
4119c555-e41a-4b31-9056-b69a576c9b7d,2021-06-28T16:50:31Z,210683,VIEW,CA,SVF EXCALIBUR (CAYMAN) LIMITED,0,30,"27 Hospital Road, Walkers Corporate Limited",Grand Cayman,,KY,CAYMAN ISLANDS
042b792d-5b4c-4f26-91c9-2dd2881873d3,2021-06-25T21:27:52Z,210677,"DESARROLLADORA Y OPERADORA DE INFRAESTRUCTURA DE HONDURAS, S.A. DE C.V.",,"CONSTRUCTORA Y EDIFICADORA GIA+A, S.A. DE C.V.",0,100,Insurgentes Sur No. 553 Piso 1,"Ciudad De Mexico, 11800",,MX,MEXICO
3ef0cf1a-96d9-4405-860c-3e971a758ce4,2021-06-25T20:51:05Z,210679,LONGI SOLAR TECHNOLOGY (US) INC.,CA,"ZHENRONG TAO (OWNERSHIP %, IF ANY, UNKNOWN BUT LESS THAN.58%)",0,0,"3000 Executive Parkway, Suite 375",San Ramon,CA,US,UNITED STATES OF AMERICA
3ef0cf1a-96d9-4405-860c-3e971a758ce4,2021-06-25T20:51:05Z,210679,LONGI SOLAR TECHNOLOGY (US) INC.,CA,BAOSHEN ZHONG,0,1,"3000 Executive Parkway, Suite 375",San Ramon,CA,US,UNITED STATES OF AMERICA
3ef0cf1a-96d9-4405-860c-3e971a758ce4,2021-06-25T20:51:05Z,210679,LONGI SOLAR TECHNOLOGY (US) INC.,CA,"LONGI GREEN TECHNOLOGY CO., LTD",0,100,No. 83369 Shangyuan Rd. Econ & Tech Dev. Zone,Xian,,CN,"CHINA, PEOPLES REPUBLIC OF"
14df4915-1e99-4538-bdc4-e87cf5239a60,2021-06-25T15:57:39Z,210663,ACUITYADS INC.,,ACUITYADS HOLDINGS INC.,0,100,"70 University Avenue, Suite 1200",Toronto,ON,CA,CANADA
c7d10eb9-070e-4776-a3ac-f5e198519102,2021-06-24T13:53:50Z,210639,"BIOAGILYTIX LABS, LLC",NC,COBEPA S.A.,0,51,"Rue de la Chancellerie 2, box 1 1000",Brussels,,BE,BELGIUM
c7d10eb9-070e-4776-a3ac-f5e198519102,2021-06-24T13:53:50Z,210639,"BIOAGILYTIX LABS, LLC",NC,GHO,0,20,"21 St James's Square, St. James's",London SW1Y4JZ,,GB,UNITED KINGDOM
a9d62c92-0e4b-477a-9085-3fd4cf973920,2021-06-23T22:42:58Z,210637,WEDONTHAVETIME AB,,STIFTELSEN WE DONT HAVE TIME FOUNDATION,0,94,Malmgrdsvagen 63,Stockholm,,SE,SWEDEN
768d2a73-f8a6-4fca-b4c1-e2fb261b3ae2,2021-06-23T21:39:18Z,210622,LYNAS USA LLC,TX,LYNAS RARE EARTHS LTD.,0,100,"Level 1, 45 Royal Street","East Perth, Western Australia",,AU,AUSTRALIA
574a64d9-bd13-45db-abd4-8aefd3bcfc41,2021-06-23T19:14:57Z,210627,ABIR,DC,ABIR,100000,100,One Bermudiana Road,Hamilton,,BM,BERMUDA
a04e2362-c4b9-42d7-a7f6-809f2ddb1cf0,2021-06-22T16:36:57Z,210605,H.C. STARCK INC.,MA,OPUS,0,100,"2, Avenue Charles de Gaulle, L-1653",Luxembourg,,LU,LUXEMBOURG
65746b24-bdda-49a6-9d26-7417116bd6b6,2021-06-18T22:57:57Z,210586,"BANCO AZTECA, S.A., INSTITUCION DE BANCA MULTIPLE",,"BANCO AZTECA, S.A., INSTITUCION DE BANCA MULTIPLE",0,100,Av. Insurgentes Sur 3579,Mexico City,,MX,MEXICO
5cecb65f-f7b7-44a9-b135-242afd35eaa7,2021-06-18T16:52:43Z,210576,HIGHLY INNOVATIVE FUELS,TX,HIGHLY INNOVATIVE FUELS,0,100,"Av. Apoquindo 3472, office 1401",Las Condes,,CL,CHILE
fd5b627c-cffb-4e27-8ead-4c028475f292,2021-06-17T20:32:21Z,210571,ZYMERGEN INC.,CA,SVF EXCALIBUR (CAYMAN) LIMITED,0,24,"190 Elgin Avenue, George Town","Grand Cayman, KY1-9008",,KY,CAYMAN ISLANDS
a5478c3a-3f5f-4726-8751-7f30ccb04ee2,2021-06-16T23:19:03Z,210508,"PORTALS HOTEL SITE, LLC",DC,MANDARIN ORIENTAL INTERNATIONAL LIMITED,0,100,"Jardine House, 33-35 Reid Street",Hamilton,,BM,BERMUDA
71ac144c-9f89-4b2b-984a-66d6cc7b3596,2021-06-16T21:33:33Z,210558,GLOBALFOUNDRIES U.S. INC.,NY,GOVERNMENT OF THE EMIRATE OF ABU DHABI (OWNS 100% MUBADALA INVESTMENT COMPANY PJSC),0,100,P.O. Box 26662,Abu Dhabi,,AE,UNITED ARAB EMIRATES
71ac144c-9f89-4b2b-984a-66d6cc7b3596,2021-06-16T21:33:33Z,210558,GLOBALFOUNDRIES U.S. INC.,NY,"MUBADALA TECHNOLOGY INVESTMENT, LLC (OWNS 99.33 OF ATIC INTERNATIONAL INVESTMENT CO & 100% OF ADVANCED TECHNOLOGY INVESTMENT CO)",0,100,P.O. Box 45005,Abi Dhabi,,AE,UNITED ARAB EMIRATES
71ac144c-9f89-4b2b-984a-66d6cc7b3596,2021-06-16T21:33:33Z,210558,GLOBALFOUNDRIES U.S. INC.,NY,ATIC INTERNATIONAL INVESTMENT COMPANY (OWNS 24.3% OF GLOBALFOUNDRIES INC. - CAYMAN),0,24,P.O. Box 45005,Abu Dhabi,,AE,UNITED ARAB EMIRATES
71ac144c-9f89-4b2b-984a-66d6cc7b3596,2021-06-16T21:33:33Z,210558,GLOBALFOUNDRIES U.S. INC.,NY,MUBADALA INVESTMENT COMPANY PJSC (OWNS 100% OF MUBADALA DEVELOPMENT COMPANY PJSC),0,100,P.O. Box 45005,Abu Dhabi,,AE,UNITED ARAB EMIRATES
71ac144c-9f89-4b2b-984a-66d6cc7b3596,2021-06-16T21:33:33Z,210558,GLOBALFOUNDRIES U.S. INC.,NY,ADVANCED TECHNOLOGY INVESTMENT COMPANY (OWNS 75.7% OF GLOBALFOUNDRIES INC. - CAYMAN),0,74,"Maples Corp Svcs Ltd PO Box 309, Ugland House",Grand Cayman,,KY,CAYMAN ISLANDS
71ac144c-9f89-4b2b-984a-66d6cc7b3596,2021-06-16T21:33:33Z,210558,GLOBALFOUNDRIES U.S. INC.,NY,MUBADALA DEVELOPMENT COMPANY PJSC (OWNS 100% OF MUBADALA TECHNOLOGY INVESTMENTS LLC),0,100,P.O. Box 45005,Abu Dhabi,,AE,UNITED ARAB EMIRATES
71ac144c-9f89-4b2b-984a-66d6cc7b3596,2021-06-16T21:33:33Z,210558,GLOBALFOUNDRIES U.S. INC.,NY,GLOBALFOUNDRIES NETHERLANDS COOPERATIEF U.A. (OWNS 100% OF GLOBALFOUNDRIES U.S. INC.),0,100,Strawinskylaan 3051 Suite #21,Amsterdam,,NL,NETHERLANDS
71ac144c-9f89-4b2b-984a-66d6cc7b3596,2021-06-16T21:33:33Z,210558,GLOBALFOUNDRIES U.S. INC.,NY,GLOBALFOUNDRIES INC (OWNS 99% OF GLOBALFOUNDRIES NETHERLANDS COOPERATIEF U.A.),0,99,Maples Corp Svcs Ltd PO Box 309 Ugland House,Grand Cayman,,KY,CAYMAN ISLANDS
2718a694-daea-4448-8d8b-40aa7bbdceec,2021-06-16T19:00:48Z,210502,CTC GLOBAL CORPORATION,CA,BATIOS HOLDINGS LIMITED,0,33,"Trident Chambers, P.O. Box 146, Rd. Town",Tortola,,VG,BRITISH VIRGIN ISLANDS
2718a694-daea-4448-8d8b-40aa7bbdceec,2021-06-16T19:00:48Z,210502,CTC GLOBAL CORPORATION,CA,MERTALON LTD.,0,29,"Spyrou Kyprianou, 15, Matrix Tower II, 2nd Fl",4001 Limassol,,CY,CYPRUS
2ea4b14e-26d8-4b0f-b8e2-034d13d3437b,2021-06-16T07:00:41Z,210521,"PERCEPTO, INC.",TX,PERCEPTO AUTONOMOUS SOLUTIONS,0,100,"8 Haoreg St., Modi'in Center",Modi'in,,IL,ISRAEL
37e3e404-2449-4c2f-83aa-2af2b67f2e36,2021-06-15T17:18:07Z,210532,FIRST COBALT CORP.,,FIRST COBALT CORP,30000,100,"401 Bay Street, 6th Floor",Toronto,ON,CA,CANADA
c32c3b58-c199-4d05-bc0c-c33bd83f931a,2021-06-15T15:21:25Z,210513,OBESITY CARE ADVOCACY NETWORK (OCAN),DC,NOVO NORDISK A/S (% OWNERSHIP IN LINE 13 AFF.ORG. NOVO NORDISK US),0,100,Tuborg Havnevej 19 2900 Hellerup,2900 Hellerup,,DK,DENMARK
8a69677d-e8bc-4aab-b179-7df76fbb0c6e,2021-06-15T10:00:45Z,210500,ZYMERGEN INC.,CA,SVF EXCALIBUR (CAYMAN) LIMITED,0,24,"190 Elgin Avenue, George Town","Grand Cayman, KY1-9008",,KY,CAYMAN ISLANDS
4986df7c-17de-4045-9330-b26ef9e30ee0,2021-06-11T15:39:54Z,210494,ACCENTURE LLP,DC,ACCENTURE PLC,0,100,1 Grand Canal Square,Dublin 2,,IE,IRELAND
8823d515-7fda-45ba-b2db-2b3a4c85bba0,2021-06-10T19:29:25Z,210485,VS LOBBYING,,V.S. LOBBYING,4600,100,Piazza del Popolo,Rome,,IT,ITALY
bfc9201e-7c4c-4e5c-8e9d-2e23f9d6362e,2021-06-10T19:23:21Z,210470,WASHINGTON MEDIA GROUP OBO TIPCO ASPHALT PUBLIC COMPANY LIMITED,DC,TIPCO ASPHALT PUBLIC COMPANIES LIMITED,25000,0,"24th Floor, Tipco Tower, 118/1 Rama 6 Road",Bangkok,,TH,THAILAND
bfc9201e-7c4c-4e5c-8e9d-2e23f9d6362e,2021-06-10T19:23:21Z,210470,WASHINGTON MEDIA GROUP OBO TIPCO ASPHALT PUBLIC COMPANY LIMITED,DC,"TASCO (THAILAND) CO., LTD.",0,0,417 Debaratana Road,Bangkok,,TH,THAILAND
93758c0a-01fc-4795-ae8b-d4311aab9302,2021-06-10T17:51:19Z,210488,"GLIDEPATH, LLC",IL,QUINBROOK LOW CARBON POWER LP,0,34,"3rd Floor, Standard Bank House, 47-49 La Mott",St. Helier,,GB,UNITED KINGDOM
14fe885b-7c81-4e6e-8648-94514a671ea2,2021-06-09T21:17:49Z,210458,"FALCON ENERGY STORAGE HOLDINGS CEI, LLC",AZ,PLATINUM COMPASS B 2018 RSC LIMITED,718,29,"Level 26, Al Khatem Tower, Abu Dhabi Global","Al Maryah Island, Abu Dhabi",,AE,UNITED ARAB EMIRATES
14fe885b-7c81-4e6e-8648-94514a671ea2,2021-06-09T21:17:49Z,210458,"FALCON ENERGY STORAGE HOLDINGS CEI, LLC",AZ,APG INFRASTRUCTURE POOL 2017 II,718,29,Oude Lindestraat 70,6411 EJ Heerlen,,NL,NETHERLANDS
bfe2bf87-08e0-42ca-9a3c-26a36ad402b6,2021-06-09T12:58:17Z,210459,"AAV, LTD.",,"AAV, LTD",0,5,227 Minnesota Street,Collingwood,ON,CA,CANADA
daf43301-7b56-4c48-9c86-3d19968debb8,2021-06-08T20:29:09Z,210217,SKF USA INC.,PA,AB SKF,0,100,Hornsgatan 1,Gothenburg 415 50,,SE,SWEDEN
8d40a59e-7bfa-4bc9-8d4d-439fd1fe09d7,2021-06-08T18:56:06Z,210425,ALIBABA GROUP HOLDING LIMITED,,SOFTBANK GROUP CORP,0,25,1-9-1 Higashi-shimbashi Minato-ku,Tokyo,,JP,JAPAN
f5c3c2a0-d993-48e6-be9b-1667796b085a,2021-06-07T18:23:38Z,210413,PAPER EXCELLENCE HOLDINGS CORPORATION,CA,PAPER EXCELLENCE B.V.,0,100,De Cuserstraat 91 - 2nd Building 1081 CN,Amsterdam,,NL,NETHERLANDS
5d52bb03-5e87-4566-9c70-6dd775da9800,2021-06-07T18:15:05Z,209788,BAKER & MCKENZIE LLP ON BEHALF OF SUMITOMO CHEMICAL AMERICA,NY,"SUMITOMO CHEMICAL CO., LTD.",0,100,"27-1, Shinkawa 2-chome, Chuo-ku",Tokyo,,JP,JAPAN
bfce7c7f-41de-43d5-864a-5453e6acd1c0,2021-06-07T17:52:32Z,209827,BURSON COHN & WOLFE ON BEHALF OF ASTRAZENECA PHARMACEUTICALS LP,DE,ASTRAZENECA PLC,0,100,1 Francis Crick Avenue,Cambridge CB2 0AA,,GB,UNITED KINGDOM
436f7673-c178-4fd5-9d73-bc93b7a96e6b,2021-06-07T17:29:28Z,210412,TRIPLE P AMERICA,SC,TRIPLE P INTERNATIONAL,0,100,11 Market St. N,"Indooroopilly, QLD 4068",,AU,AUSTRALIA
